idTweet,idUser,geo,place,tweetCount,lang,text,replyCount,favorite_count
910877497415360512,3603114857,,,0.0,pt,@henriquebless1 @jairbolsonaro mas duvido que supere os 54 milhões de votos que a vagabunda ganhou em 2014  #lulamacadeia #dilmanacadeia #corruptos,0.0,0.0
910880065411518464,910871949424959488,,,0.0,pt,@jqteixeira @pabllovittar virei cabo eleitoral ,0.0,0.0
910882639841779715,1056074210,,,0.0,und,@jqteixeira @pabllovittar #bolsonaro2018  #direitavolver #deuspatriafamilia #deusvult #bolsonaro,0.0,0.0
910883967280304130,52217075,,,0.0,pt,acabei de matar todo o restinho da minha simpatia juvenil pelo socialismo  (rsss) https://tco/sd8lavnxci,0.0,0.0
910898868002414593,80166383,,,0.0,pt,rt @gilmargdss: entenda no link abaixo o porquê do nome #lavajato https://tco/jia8ehgkfn #lavajatonaopodeparar #sergiomoro  #bra…,0.0,0.0
910898972042162176,80166383,,,0.0,pt,rt @gilmargdss: conheça  a história  do juiz #sergiomoro no link https://tco/2rdicahiqe #lavajato  #bolsonaro2018 #direitasp  #f…,0.0,0.0
910899164157968384,80166383,,,0.0,pt,rt @gilmargdss: lutador inglês do #ufc apoia #bolsonaro https://tco/h9nunzw9st  #bolsonaro2018 #mito #bolsafamilia,0.0,0.0
910899229714939904,80166383,,,0.0,pt,rt @gilmargdss: lutador inglês declara apoio a #bolsonaro após vitória no #ufc acesse o link e veja https://tco/h9nunzw9st  #bol…,0.0,0.0
910899288049356802,80166383,,,0.0,pt,rt @gilmargdss: veja a história  de #bolsonaro acessando o link https://tco/lzguncikqd #bolsonaro2018    #bolsonaro#bolsonaropre…,0.0,0.0
910899311537479682,80166383,,,0.0,pt,rt @gilmargdss: entenda o motivo que #bolsonaro saiu do psc ps no link https://tco/swjnjfj2ju  #bolsonaro2018,0.0,0.0
910899489690591232,80166383,,,0.0,pt,rt @gilmargdss: acesse o link e veja objetivo da saída do #bolsonaro do psc https://tco/shpo1pccue   #bolsnoaro2018,0.0,0.0
910899498905477120,80166383,,,0.0,pt,rt @gilmargdss: conheça os projetos do #bolsonaro no link abaixo https://tco/dsagbymqy8 #mito #bolsonaro2018 ,0.0,0.0
910899541788041217,80166383,,,0.0,pt,rt @gilmargdss: apoiadores de #jairbolsonaro em 2018 ele vai esta no partido do #pen acesse o link https://tco/8x1olxvaqe  #bols…,0.0,0.0
910901582983782401,4843080442,,,0.0,und,@roxmo @jqteixeira @pabllovittar ,0.0,0.0
910904462260269057,71642553,,,0.0,und,#brasilqueopovoquer: ,0.0,0.0
910907025508507650,801451566020562944,,,0.0,pt,@o_antagonista teve um que largou bem ,0.0,0.0
910907127597867008,801451566020562944,,,0.0,pt,@o_antagonista tem um que largou bem ,0.0,0.0
910907697972764673,366341697,,,0.0,und,@roxmo @jqteixeira @pabllovittar @joaqulnvoltou em 2018 é  💚💛💚💛,0.0,0.0
910910446013747205,25175813,,,0.0,und,@marcelorubens ,0.0,0.0
910911512969203712,906869210671960064,,,0.0,pt,o brasil que o povo quer  #brasilqueopovoquer #bolsonaro2018   https://tco/5mnafz20yz,0.0,0.0
910913829898465280,322275231,,,0.0,und,rt @anttonioarq: @marcelorubens ,0.0,0.0
910921250695991300,821717797222883329,,,0.0,pt,pra bom entendedor pingo é letra #tocommourao #sosffaa #intervençãoja  https://tco/5cpa31ghr3,0.0,0.0
910926861429018624,76764852,,,0.0,pt,"@pabllovittar  já sabemos em quem votar, obrigado   https://tco/mhoglpcrub",0.0,0.0
910933701537787904,80166383,,,0.0,pt,rt @gilmargdss: entenda no link abaixo o porquê do nome #lavajato https://tco/jia8ehgkfn #lavajatonaopodeparar #sergiomoro  #bra…,0.0,0.0
910933791128129536,80166383,,,0.0,pt,rt @gilmargdss: conheça  a história  do juiz #sergiomoro no link https://tco/2rdicahiqe #lavajato  #bolsonaro2018 #direitasp  #f…,0.0,0.0
910933955813224449,80166383,,,0.0,pt,rt @gilmargdss: lutador inglês do #ufc apoia #bolsonaro https://tco/h9nunzw9st  #bolsonaro2018 #mito #bolsafamilia,0.0,0.0
910933995487203328,80166383,,,0.0,pt,rt @gilmargdss: lutador inglês declara apoio a #bolsonaro após vitória no #ufc acesse o link e veja https://tco/h9nunzw9st  #bol…,0.0,0.0
910934061174181889,80166383,,,0.0,pt,rt @gilmargdss: veja a história  de #bolsonaro acessando o link https://tco/lzguncikqd #bolsonaro2018    #bolsonaro#bolsonaropre…,0.0,0.0
910934081038426112,80166383,,,0.0,pt,rt @gilmargdss: entenda o motivo que #bolsonaro saiu do psc ps no link https://tco/swjnjfj2ju  #bolsonaro2018,0.0,0.0
910934265965301763,80166383,,,0.0,pt,rt @gilmargdss: acesse o link e veja objetivo da saída do #bolsonaro do psc https://tco/shpo1pccue   #bolsnoaro2018,0.0,0.0
910934273691090945,80166383,,,0.0,pt,rt @gilmargdss: conheça os projetos do #bolsonaro no link abaixo https://tco/dsagbymqy8 #mito #bolsonaro2018 ,0.0,0.0
910934331065028608,80166383,,,0.0,pt,rt @gilmargdss: apoiadores de #jairbolsonaro em 2018 ele vai esta no partido do #pen acesse o link https://tco/8x1olxvaqe  #bols…,0.0,0.0
