idTweet,idUser,geo,place,tweetCount,lang,text,replyCount,favorite_count
911318074074308609,908120688921387008,,,0.0,und,@pabllovittar ,0.0,0.0
911386318910971909,820761337076862976,,,0.0,pt,rt @toplessinrio: dúvidas para nós não  http://tco/egqdxv5fyv,0.0,0.0
911577812087304194,290657328,,,0.0,pt,"aula de históriachamada joaquim teixeira ausente, zé di camargo ausente, alexandre frota ausente,  #sabadodetremurasdv https://tco/y3gml6gpdo",0.0,0.0
911986436085288960,3304975767,,,0.0,pt,dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
911986949925277701,208112870,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
911987426008211456,83916401,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
911987457603850240,61046593,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
911992755613786114,899674158245740544,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
911997694570369024,884921137934860288,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
912107567198982149,795446426306220032,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias  https://tco/gnbjtfbpyd,0.0,0.0
912449060325478401,33235041,,,0.0,pt,#foratemer #foradilma  não sabemos o que virá mas não é nada do que estamos vendo e se não prestar #forafulano não desistimos,0.0,0.0
912654762901950465,15482347,,,0.0,pt,"tem dia que a gente acorda, lê o feed e quer voltar a dormir mas, lembra que caixa nenhuma se fará sozinha, manda um  e vive",0.0,0.0
912683940498087936,904362101250158592,,,0.0,und,@ilguerra_ ,0.0,0.0
912822885017903104,2499454505,,,0.0,pt,nesse momento estou com a tv desligada em protesto a propaganda política obrigatória do partido nojento bolsonaro  ,0.0,0.0
912822920493305856,886019958425124864,,,0.0,pt,"sujeito não entende de economia,de saúde,ao sabe falar em armas e matar bandido ",0.0,0.0
912829243444383744,2499454505,,,0.0,pt,não entendo uma mulher apoiar e defender um machista nojento como bolsonaro pior responder meus tweet com ofensas 🤔 ,0.0,0.0
912830225490333701,157138522,"{'type': 'Point', 'coordinates': [-1.4691574, -48.4751817]}","{'country': 'Brasil', 'attributes': {}, 'url': 'https://api.twitter.com/1.1/geo/id/f3587bc643e7d7b8.json', 'id': 'f3587bc643e7d7b8', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-48.623684, -1.526453], [-48.623684, -1.019406], [-48.295911, -1.019406], [-48.295911, -1.526453]]]}, 'name': 'Belém', 'country_code': 'BR', 'full_name': 'Belém, Brasil', 'place_type': 'city'}",0.0,pt,"que propaganda eleitoral mais ridícula foi essa de agora, querendo fazer lavagem cerebral patriotismo é o cacete  😒😪 https://tco/1hajzugvlp",0.0,0.0
912837883949658112,35979096,,,0.0,pt,quando @felipeandreoli e @oserginho falam de liberdade da imprensa no prêmio @comuniquese só quero gritar ,0.0,0.0
925509760543350784,55268024,,,0.0,pt,oi  bolsonaro mais perdido que jegue no deserto 😂   https://tco/yhtddxsupy,0.0,0.0
925510220645793798,395011753,,,0.0,pt,rt @robertaandradee: oi  bolsonaro mais perdido que jegue no deserto 😂   https://tco/yhtddxsupy,0.0,0.0
925525426352599040,119160535,,,0.0,pt,esse caba do fiteiro me representa geral ❤ @dmitrib  #antifascista https://tco/os7tij1wnu,0.0,0.0
925751732457693186,974899892,,,0.0,pt,pessoas sensatas: ai bolsonaro eh um lixo toxico machista homofobico so fala merda   eleitores dele: amas o lula,0.0,0.0
925762379933212673,36369892,,,0.0,pt,"quanto mais armas, mais violência e mortes #estatutododesarmamentosim #chegadearmas #forabancadadabala  https://tco/qazhwznyho",0.0,0.0
925763904076238849,2521585290,,,0.0,pt,rt @robertaandradee: oi  bolsonaro mais perdido que jegue no deserto 😂   https://tco/yhtddxsupy,0.0,0.0
925781007877509125,31360891,,,0.0,pt,outdoor vandalizado por jatos de mortadela https://tco/jt1g8lztcd  aqui é jato de mortadela simmmm 😂😂😂😂😂😂😂😂,0.0,0.0
925829389945921536,3054763185,,,0.0,pt,"pelo amor de deus não deixem jair bolsonaro ser presidente desse brasil nunca pedi nada, mas, ele não gente  #foratemer",0.0,0.0
925965796123267072,69712655,,,0.0,und, #foraditadura https://tco/dmbxeoibt8,0.0,0.0
926053550119178240,3537070179,,,0.0,pt,"preparem-se, quando bolsonaro for eleito vão criar a  tipo #foratemer isso vai derrubar o nosso presidente 😭😭",0.0,0.0
926082082698416131,121777467,,,0.0,pt,deus me livre desse título   #forasargentolobo https://tco/z91iou3qde,0.0,0.0
926109321787830272,923546263425048578,,,0.0,und,rt @anselm_o:  #antifascistasempre #antifa #antinazi #antinacionalismo #antifascista https://tco/urg3ldnfl7,0.0,0.0
926126546678636545,55268024,,,0.0,es,@brasil247 seguidores de bolstonaro 💩desesperados   ,0.0,0.0
