Original Lines,OPINIONLEXICON,SENTISTRENGTH,SOCAL,HAPPINESSINDEX,SANN,EMOTICONSDS,SENTIMENT140,STANFORD,AFINN,MPQA,NRCHASHTAG,EMOLEX,EMOTICONS,PANAST,SASA,SENTIWORDNET,VADER,UMIGON
'rt @dilmaresiste: tucanos pedem para ṇo relatar temer para evitar ���constrangimento�۝   https://tco/sefh30cosx';;,Negative,Negative,Neutral,Negative,Negative,Positive,Neutral,Negative,Negative,Negative,Neutral,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @dilmaresiste: wadih damous: generais tramam golpe nas barbas de um presidente desmoralizado   https://tco/b7d��_';;,Negative,Neutral,Neutral,Neutral,Positive,Positive,Positive,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Neutral
'rt @velindade:   quem ṇo est�� c/ lula est�� c/ temer e apoia desmonte do estado e favorecimento aos estrangeiros na noss��_ ';;,Positive,Negative,Negative,Negative,Negative,Positive,Positive,Negative,Neutral,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @adrianasscamar1:   #falamaisṇoprova https://tco/8ix2e3god1';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @adrianasscamar1:   #falamaisṇoprova https://tco/8ix2e3god1';;,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'rt @dilmaresiste: gilmar mendes ser�� investigado pela pf #euconfioemzedirceu   isso me parece ṭo surreal https��_';;,Positive,Neutral,Negative,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Negative,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'leonardo boff: estamos j�� em plena ditadura civil rumo a militar #euconfioemzedirceu   https://tco/e4ruwe4ukm';;,Neutral,Neutral,Positive,Neutral,Neutral,Positive,Negative,Neutral,Neutral,Neutral,Positive,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
'rt @dilmaresiste: leonardo boff: estamos j�� em plena ditadura civil rumo a militar #euconfioemzedirceu   https://��_';;,Neutral,Neutral,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @dilmaresiste: leonardo boff: estamos j�� em plena ditadura civil rumo a militar #euconfioemzedirceu   https://��_';;,Neutral,Neutral,Positive,Neutral,Neutral,Positive,Positive,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
"'rt @dilmaresiste: com supremo com tudo oṳa o hit do golpe, de os trabalhistas que descreve todos os seis passos ��_ ';;",Positive,Positive,Positive,Negative,Neutral,Positive,Negative,Negative,Neutral,Neutral,Positive,Positive,Neutral,Neutral,Neutral,Positive,Positive,Negative
'rt @maxxbezerra: tenho lado desse 1989   sempre';;,Neutral,Neutral,Neutral,Neutral,Positive,Positive,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Neutral,Positive
"'rt @ptbrasil: esse governo ṇo tem menor compromisso com povo brasileiro, diz @dilmabr https://tco/lhjcfybhxy  #lulaporper��_';;",Positive,Neutral,Positive,Positive,Positive,Positive,Negative,Negative,Positive,Neutral,Negative,Negative,Neutral,Neutral,Neutral,Negative,Neutral,Neutral
"'rt @ptbrasil: ̩ grav�_ssimo o que esse governo ileg�_timo est�� fazendo, denuncia @dilmabr  https://tco/lhjcfybhxy  #lulaporp��_';;",Neutral,Neutral,Neutral,Neutral,Neutral,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral
'governo temer dificulta investiga̤̣o internacional contra serra #euconfioemzedirceu   https://tco/1fme2hc6dw';;,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Positive,Negative,Negative,Neutral
'rt @dilmaresiste: governo temer dificulta investiga̤̣o internacional contra serra #euconfioemzedirceu   https://t��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
'rt @dilmaresiste: governo temer dificulta investiga̤̣o internacional contra serra #euconfioemzedirceu   https://t��_';;,Negative,Negative,Negative,Negative,Negative,Positive,Negative,Negative,Negative,Negative,Negative,Negative,Neutral,Neutral,Neutral,Negative,Negative,Neutral
