texto;;,0
'rt @ptrenatosimoes:  https://tco/xklcsw6lyf';;,0
'rt @ptrj13:  https://tco/tiilq8ytkl';;,0
'rt @dilmaresiste: com supremo com tudo ouÌ¤a o hit do golpe,1
'rt @dilmaresiste: dilma lidera pesquisa para o senado em minas   roberto stuckert filho/pr | jefferson https://‰Û_';;,0
'os crimes dos moros revelados  por isso a blindagem da mÌ_dia e  perseguiÌ¤Ì£o ao lula #quintadetremurasdv #brasilqueopovoquer  https://tco/yvwqlzyzyd';;,0
'rt @marivoneprof: sono veio e vou com ele Ì_tima 4å» aos amigos que apoiam  _ÙÔ #lulalideremtodaspesquisas _ÙÔ_ÙÔ_ÙÔ_ÙÔ_ÙÔ_ÙÔ _Ù÷«_ÙÕ__Ù÷«_ÙÕ__Ù÷«_ÙÕ__Ù÷« https‰Û_';;,1
'@dcm_online parabÌ©ns nassif esse cambalachos dos moro c/ propina nas delaÌ¤Ìµes tem que ser implodido #quintadetremurasdv  #brasilqueopovoquer https://tco/sorbyljklq';;,0
'rt @dilmaresiste: com supremo com tudo ouÌ¤a o hit do golpe,1
' no lanÌ¤amento da plataforma #obrasilqueopovoquer e defende polÌ_ticas de melhorar o consumo do povo para melhorar economia https://tco/vujui2moxx';;,1
' https://tco/ykjtjnii1r';;,0
' https://tco/undjftxpzk';;,0
' https://tco/c29kvrcv8k';;,0
'  brasil,0
'rt @jfmargarida: pesquisa cnt confirma:  lidera em todos os cenÌÁrios  https://tco/aec5mshlnp';;,0
'rt @jfmargarida: pesquisa cnt confirma:  lidera em todos os cenÌÁrios  https://tco/aec5mshlnp';;,0
'@lulapelobrasil vocÌ» Ì© a esperanÌ¤a do povo ';;,1
'rt @beta22: corre,0
'rt @ptrenatosimoes: #brasilqueopovoquer com  @gleisi @marciopochmann e tereza campello https://tco/ycmsrrvosk';;,0
'@lindberghfarias #brasilqueopovoquer  sÌ_ com ';;,0
'rt @dilmaresiste: o que moro tem feito em 3 anos da lava jato nada mais Ì© do que colocar em prÌÁtica liÌ¤Ìµes de maquiavel ‰Û_ ';;,0
'rt @dilmaresiste: o que moro tem feito em 3 anos da lava jato nada mais Ì© do que colocar em prÌÁtica liÌ¤Ìµes de maquiavel ‰Û_ ';;,0
'rt @dilmaresiste: #aovivo @deputadofederal paulo pimenta o brasil que o povo quer #rt   o partido dos https:/‰Û_';;,1
'@ptbrasil @lulapelobrasil ';;,0
'@wadih_damous ';;,0
'@lulapelobrasil ';;,0
'@esuplicy @leonardoboff acredito que grande parte do povo brasileiro tambÌ©m ';;,1
'rt @carmenprs:  https://tco/zcacv7fa2r';;,0
'@wadih_damous ';;,0
'@uolpolitica @uol #brasilqueopovoquer  sÌ_ com ';;,0
'rt @dilmaresiste: com supremo com tudo ouÌ¤a o hit do golpe,1
'mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @portalvermelho';;,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'homossexualidade nÌ£o Ì© doenÌ¤a segundo a oms; entenda   #dr dilma resistente https://tco/cryjd4lyjc';,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'@pirulla25 com certeza ta tudo jÌÁ esquematizado ‰_÷';;,0
'rt @mariabeatrizxa3: @lulapelobrasil vocÌ» Ì© a esperanÌ¤a do povo ';;,1
'rt @mariabeatrizxa3: @lulapelobrasil vocÌ» Ì© a esperanÌ¤a do povo ';;,1
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'rt @j_livres: lula ‰ÛÒ aliÌÁs o sr se baseia muito no globo,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
'rt @dilmaresiste: mpf pede suspeiÌ¤Ì£o de moro para julgar lula e apresenta 9 razÌµes   https://tco/h7iv0rd7mu via @‰Û_';;,0
