'rt @ezequiasns:  https://tco/mwtbqsawwm'
'rt @osvladpereira: vem ai a 2ª condenação na 1ª  instância e a 1ª condenação na 2ª instância  https://tco/jy2n9lvm5y'
' #bolsonaro2018 #intervencaomilitarja #política https://tco/fa4vbeoxlm'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
"'rt @rosangela_bolze: pelo amor deus, #moro  já  criminoso e terrorista alto risco social @stf_oficial @mpf_pgr @mpf_prpr htt…'"
"'@lutandomuito @aliceelendutra3 @zethede @luheisenberg @rcrevelone @rodrigojfmg1981 @isabelviso @rubenscrevelone @chico_amaro @barella_sfc @io'
'rt @ezequiasns:  https://tco/oezqjahfbk'
'estão queimando a bandeira do brasil  #intervençãomilitarjá https://tco/lh99pfvslc via @youtube'
'@estadao @estadaomoda '
"'@estadao @estadaomoda já falou fora temer, já sofre de deficiência na memória fora que o talento dos arti$ta$ de hoje é zero #fakenews  '
'rt @ezequiasns:  https://tco/yh82tomg46'
'rt @ezequiasns:  https://tco/gczoeb9pgm'
'rt @ezequiasns:  https://tco/qfqnskji41'
'rt @ezequiasns:  https://tco/01ntmcw0ry'
'#thewhonomultishow the who no rock in rio e '
"'@veja petista, nada anormal, somente imbecis que ainda defendem lula, dilma e outros, sem mais '"
'rt @ezequiasns:  https://tco/grmtnkiihh'
'rt @ary_antipt: só pra não esquecer lula na cadeia    https://tco/nsy7vrobui'
'rt @paulacamara_: mourão e o recado a lula   https://tco/w6wznnhrv3 https://tco/si7ir0a5sd'
"'toca , por favor #heinekenplay'"
'rt @villamarcovilla:   #ptextinçãojá @villamarcovilla https://tco/dzy0yf45a4'
'retweeted marco antonio villa (@villamarcovilla):    #ptextinçãojá @villamarcovilla https://tco/urfthzjmve'
"'@alvarodias_ segundo temer  e a corja politica a culpa é dos aposentados , temer, dilma, aécio e seus comparsas também'"
"'segundo temer  e a corja politica a culpa é dos aposentados , temer, dilma, aécio e seus comparsas também https://tco/cceioio2d4'"
'@onubrasil @raimundoangelim  #dilmanacadeia'
'rt @gilmargdss: #lulareu mais uma vez na operação #zelotes veja no link abixo https://tco/w30fyx9d5u   #lavajato #lula…'
'rt @gilmargdss: veja a discussão do #lula com juiz #sérgiomoro no link https://tco/pzea98knpg #lulapreso   $bolsomito #bolsonaro #b…'
'rt @gilmargdss: veja no link abaixo o depoimento de palocci ao juiz sérgio moro  https://tco/7uarnsgpzf #lavajato #lavajato  #lulan…'
