idTweet,idUser,geo,place,tweetCount,lang,text,replyCount,favorite_count
910890316399616000,45705926,,,0.0,pt,"@lamenthales mano, diante dessas possibilidades tops demais, eu tô quase ",0.0,0.0
910891020417732608,46530727,,,0.0,und, #comtemerémuitomelhor https://t.co/dbv5ishwkv,0.0,0.0
910891708799430656,46530727,,,0.0,pt, #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910892284450938881,2812283375,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910892887004581889,2438939200,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910893145247895553,2347306717,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910894417170649089,2849473212,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910899027499208704,1260536281,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910899242436300800,2812283375,,,0.0,und,rt @adrianolourenco:  #comtemerémuitomelhor https://t.co/dbv5ishwkv,0.0,0.0
910900539667501057,90468474,,,0.0,pt,rt @adrianolourenco:  #comtemerémuitomelhor chupa esta manga imprensinha brasileira https://t.co/zzt493yfsu,0.0,0.0
910901688986370048,426523919,,,0.0,und, https://t.co/dpsj6ht65q,0.0,0.0
910902903178711041,61206552,,,0.0,und,@folha ,0.0,0.0
910909692557320193,708239212760457216,,,0.0,und,@seeland08 ,0.0,0.0
910924229901799427,874669421809332225,,,0.0,pt,"horario de verão acabando, esse é nosso presidente. ",0.0,0.0
910924390363205633,874669421809332225,,,0.0,pt,desculpa lula mas o temer é mais bonito #brasilqueopovoquer ,0.0,0.0
910931891838230528,593234288,,,0.0,und,  ... https://t.co/rruicogmda,0.0,0.0
910936396046708736,61206552,,,0.0,und,@micheltemer ,0.0,0.0
910942495139180544,838872230,,"{'attributes': {}, 'id': 'ad8a3318a4317a03', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-46.108612, -23.306164], [-46.108612, -22.816672], [-45.726272, -22.816672], [-45.726272, -23.306164]]]}, 'place_type': 'city', 'country': 'Brasil', 'name': 'São José dos Campos', 'url': 'https://api.twitter.com/1.1/geo/id/ad8a3318a4317a03.json', 'country_code': 'BR', 'full_name': 'São José dos Campos, Brasil'}",0.0,pt,@diariope @ihamma_1  @camaradeputados #barradenuncia @deprodrigomaia @rede45 @pmdb_nacional  vamos ver agora como fica o covarde psdb...,0.0,0.0
910943498823720960,49631017,,,0.0,und, https://t.co/qzwvr5agrx,0.0,0.0
910957722421559298,61206552,,,0.0,und,@micheltemer ,0.0,0.0
910973994018406400,61206552,,,0.0,und,@micheltemer ,0.0,0.0
910974139774750720,61206552,,,0.0,und,@micheltemer  🏆🏆❤️❤️❤️❤️❤️ https://t.co/qn7joa7lso,0.0,0.0
910981575352967169,32367134,,,0.0,es,o último the henrique dias freire daily! https://t.co/mmjgyrzdhf agradecimentos a @eco_economics @fabforte @joopradoctorres  #ross,0.0,0.0
910984499835670528,19383548,,,0.0,und, https://t.co/m8sueokp0o,0.0,0.0
911031069377429505,169334423,,,0.0,pt,@larissabittar @josianecoutinho  suas petraglias!,0.0,0.0
911038410818772993,36861304,,"{'attributes': {}, 'id': '35e1542602b65f19', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-46.567276, -23.815924], [-46.567276, -23.605615], [-46.278106, -23.605615], [-46.278106, -23.815924]]]}, 'place_type': 'city', 'country': 'Brasil', 'name': 'Santo André', 'url': 'https://api.twitter.com/1.1/geo/id/35e1542602b65f19.json', 'country_code': 'BR', 'full_name': 'Santo André, Brasil'}",0.0,pt,o governo quer acabar com o horário de verão?   ,0.0,0.0
911045288823066624,43936460,,,0.0,und,@aboboracomcarne ,0.0,0.0
911054879094919168,61206552,,,0.0,und,@gazetadopovo ,0.0,0.0
911097913387839488,16872315,,,0.0,und, https://t.co/uqevlldjam,0.0,0.0
911100649315725312,16872315,,,0.0,und, https://t.co/jggxjffyvp,0.0,0.0
911104379872317440,16872315,,,0.0,und, https://t.co/1mqrpqidgs,0.0,0.0
911104984162426880,16872315,,,0.0,und, https://t.co/uqevllm8je,0.0,0.0
911139798789836800,78084750,,,0.0,pt,"@camilabomfim denúncias porcas de um pgr vermelho não devem ser levadas a sério, os açougueiros são prova disso. ",0.0,0.0
911168744180854784,176859552,,,0.0,pt, governo prepara programa para incentivar saída de beneficiários do bolsa família https://t.co/uthunxcb1p,0.0,0.0
