idTweet,idUser,geo,place,tweetCount,lang,text,replyCount,favorite_count
910873051419508736,473484602,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873142742208512,393186565,,,0.0,pt,rt @jqteixeira: totalmente contra essa   deixa os cara ser viado. sobra mais mulher pra nós. amém. #homofobianaoedoenca #trateseupr…,0.0,0.0
910873144042323968,909466065008300032,,,0.0,pt,o brasil não tem estrutura pra curar as doenças que já enfrentamos agr ta criando um pais ignorante e preconceituoso  ,0.0,0.0
910873208471146497,23942037,,,0.0,pt,rt @googlebrasil: o amor não precisa de cura.  https://t.co/17wkaryfi7,0.0,0.0
910873218654916608,3404580113,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873249810132992,33073513,,,0.0,pt,pra quem tem heterefobia o que nóis toma???? ,0.0,0.0
910873325106290688,2442603355,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873333549473792,827956531538829312,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873350179901440,3535694295,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873399248998401,4122350307,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873417771110400,53125435,,,0.0,und,eocaralho  https://t.co/a8h8mxoans,0.0,0.0
910873427438862336,930506846,,,0.0,pt,rt @valehomossexual: você só precisa ser humano pra lutar contra qualquer tipo de preconceito ou intolerância.  https:/…,0.0,0.0
910873452260872192,825048404824879104,,,0.0,fr,rt @365doses: dose 256 de 365  #homofobiaédoença  https://t.co/asilsuxu5k,0.0,0.0
910873458220904448,2984100940,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873467511296000,747714632,,,0.0,pt,rt @krystianespm: a mãe finge que não sabe mas sabe sim..tem medo de encarar a realidade #encontro ,0.0,0.0
910873467989430272,815920938319486976,,,0.0,pt,não há cura para o que não é doença. ,0.0,0.0
910873532824981504,850538799193100288,,,0.0,pt,rt @downstrangers: você pode apenas ficar calado  https://t.co/g1vlnizotp,0.0,0.0
910873541427556352,3198841275,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873558322155521,2208169921,,,0.0,pt,#quintacomtsunamisdv  está a venda os novos medicamentos da  https://t.co/gzr25zrrl5,0.0,0.0
910873560364675072,835317454406574081,,,0.0,pt,rt @beeh_cherry: será que é difícil de entender?! 🙄  https://t.co/tt7peae9ad,0.0,0.0
910873564286476289,2340327703,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873587690729473,4047555502,,,0.0,pt,rt @eupauleira:   #carnavalsemveveta #nestlésemchokito o q ta conteceno co brasil? https://t.co/yemugjefov,0.0,0.0
910873598457532422,3387684555,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873661732683776,750133850127433728,,,0.0,pt,rt @annepatta1: acho que o presidente do cfp precisa fazer terapia...rs  https://t.co/wiqim5vdgx,0.0,0.0
910873727168057345,1708119518,,,0.0,pt,"rt @marceloacoelho1: #brasilqueopovoquer é não a  e sim a inclusão social e não a política de evangélicos como malafaia, cunha e fe…",0.0,0.0
910873729424662528,322984883,,,0.0,pt,rt @eupauleira:   #carnavalsemveveta #nestlésemchokito o q ta conteceno co brasil? https://t.co/yemugjefov,0.0,0.0
910873748340924421,4634994568,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873755324502016,766769416180817920,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873816330579968,48051364,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873818218057729,860296684064165890,,,0.0,pt,imprensa internacional criticou o brasil por decisão sobre . juiz deverá responder no cnj  https://t.co/pjccwwepir https://t.co/td44c2bsbc,0.0,0.0
910873855681531904,884507580369915904,,,0.0,pt,aff.... sério? cara ser gay n e doença .. para com isso neh.. #sergaynaoedoença ,0.0,0.0
910873880633528320,759198118529425408,,,0.0,pt,rt @dunygith: os remédios que a política acha q precisam: paracetagay  os que realmente precisam: paracetahomofobico    #homofobiae…,0.0,0.0
910873887038169088,188149534,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
910873892427894784,4137337523,,,0.0,pt,rt @liamencantador: se eu tô no mundo é pra enaltecer esse vídeo  https://t.co/2ajlal6ogu,0.0,0.0
