idTweet,idUser,geo,place,tweetCount,lang,text,replyCount,favorite_count
911318074074308609,908120688921387008,,,0.0,und,@pabllovittar ,0.0,0.0
911386318910971909,820761337076862976,,,0.0,pt,rt @toplessinrio: dúvidas? para nós não!  http://t.co/egqdxv5fyv,0.0,0.0
911577812087304194,290657328,,,0.0,pt,"aula de história...chamada! joaquim teixeira ausente, zé di camargo ausente, alexandre frota ausente,  #sabadodetremurasdv https://t.co/y3gml6gpdo",0.0,0.0
911986436085288960,3304975767,,,0.0,pt,dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
911986949925277701,208112870,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
911987426008211456,83916401,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
911987457603850240,61046593,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
911992755613786114,899674158245740544,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
911997694570369024,884921137934860288,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
912107567198982149,795446426306220032,,,0.0,pt,rt @anagomyde: dormiu durante o trabalho pra depois sair pelo brasil dizendo asneiras autoritárias!  https://t.co/gnbjtfbpyd,0.0,0.0
912449060325478401,33235041,,,0.0,pt,#foratemer #foradilma  não sabemos o que virá mas não é nada do que estamos vendo. e se não prestar #forafulano não desistimos,0.0,0.0
912654762901950465,15482347,,,0.0,pt,"tem dia que a gente acorda, lê o feed e quer voltar a dormir. mas, lembra que caixa nenhuma se fará sozinha, manda um  e vive!",0.0,0.0
912683940498087936,904362101250158592,,,0.0,und,@ilguerra_ ,0.0,0.0
912822885017903104,2499454505,,,0.0,pt,nesse momento estou com a tv desligada em protesto a propaganda política obrigatória do partido nojento bolsonaro  ,0.0,0.0
912822920493305856,886019958425124864,,,0.0,pt,"sujeito não entende de economia,de saúde,ao sabe falar em armas e matar bandido! ",0.0,0.0
912829243444383744,2499454505,,,0.0,pt,não entendo uma mulher apoiar e defender um machista nojento como bolsonaro pior responder meus tweet com ofensas 🤔 ,0.0,0.0
912830225490333701,157138522,"{'type': 'Point', 'coordinates': [-1.4691574, -48.4751817]}","{'attributes': {}, 'id': 'f3587bc643e7d7b8', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-48.623684, -1.526453], [-48.623684, -1.019406], [-48.295911, -1.019406], [-48.295911, -1.526453]]]}, 'place_type': 'city', 'country': 'Brasil', 'name': 'Belém', 'url': 'https://api.twitter.com/1.1/geo/id/f3587bc643e7d7b8.json', 'country_code': 'BR', 'full_name': 'Belém, Brasil'}",0.0,pt,"que propaganda eleitoral mais ridícula foi essa de agora, querendo fazer lavagem cerebral. ""patriotismo"" é o cacete!!!  😒😪 https://t.co/1hajzugvlp",0.0,0.0
912837883949658112,35979096,,,0.0,pt,quando @felipeandreoli e @oserginho falam de liberdade da imprensa no prêmio @comuniquese só quero gritar ,0.0,0.0
